country_id,country_name,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
Z4,East Asia & Pacific,GDP growth (annual %),2022,2.9996184966993,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2021,6.34482611371077,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2020,-0.0574924656287692,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2019,4.04297018230737,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2018,4.79489718189352,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2017,5.0621276153982,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2016,4.65562872024383,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2015,4.7187640804806,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2014,4.79835612587867,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2013,5.27881586451304,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2012,5.20891395964568,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2011,5.45100196166661,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2010,7.62675265966158,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2009,2.62409609496959,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2008,4.43315617318123,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2007,7.48405766634296,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2006,6.47993129557409,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2005,5.9566497873921,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2004,5.8961192968507,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2003,4.99196829478505,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2002,4.44552675504879,Aggregates,Aggregates,Aggregates,,
Z4,East Asia & Pacific,GDP growth (annual %),2001,3.31347260685814,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2024,4.96144388249684,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2023,5.25527986417276,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2022,3.54811147025219,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2021,7.71979646853708,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2020,1.34522560098827,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2019,5.88586101772282,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2018,6.53713724894706,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2017,6.66672230599954,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2016,6.51009063718404,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2015,6.6614246586106,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2014,7.02297626347401,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2013,7.31754182442093,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2012,7.57914812749358,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2011,8.58482682972515,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2010,9.89795112070593,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2009,8.01603787822016,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2008,8.64882758953465,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2007,12.451766841908,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2006,11.0703093286525,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2005,10.0494089212275,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2004,9.14914906890942,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2003,9.02400838958577,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2002,8.15516032067922,Aggregates,Aggregates,Aggregates,,
4E,East Asia & Pacific (excluding high income),GDP growth (annual %),2001,6.98057065855873,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2024,4.96151507087529,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2023,5.25522126120326,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2022,3.54808390633295,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2021,7.71948799394286,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2020,1.34509522212088,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2019,5.88576805304417,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2018,6.53695468640676,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2017,6.66644763513351,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2016,6.50996577419185,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2015,6.66143007471555,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2014,7.02298938584751,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2013,7.31729025308712,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2012,7.57909022403884,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2011,8.58476796444963,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2010,9.89753255215437,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2009,8.01546409792513,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2008,8.64836099430298,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2007,12.4510064196282,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2006,11.0697749181109,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2005,10.0489530850295,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2004,9.1487031229267,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2003,9.02324508755987,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2002,8.15469726244726,Aggregates,Aggregates,Aggregates,,
T4,East Asia & Pacific (IDA & IBRD countries),GDP growth (annual %),2001,6.98037371250516,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2024,0.911910157337687,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2023,0.473405522226571,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2022,3.6592192433758,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2021,6.43713755486188,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2020,-6.05674425052126,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2019,1.62263181033828,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2018,1.77991130879937,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2017,2.62262590499378,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2016,1.80158112775391,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2015,2.14365367393994,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2014,1.45587546223307,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2013,-0.166724880410968,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2012,-0.920856755560266,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2011,1.7775447306567,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2010,2.11823129195227,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2009,-4.48276627207102,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2008,0.410531246374063,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2007,3.01116848351764,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2006,3.32457136193729,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2005,1.77166717086934,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2004,2.31187462582069,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2003,0.75319113715031,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2002,0.946766858097888,Aggregates,Aggregates,Aggregates,,
XC,Euro area,GDP growth (annual %),2001,2.18509855153397,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2024,1.56624845618092,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2023,1.0463748073376,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2022,3.39087777130349,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2021,6.79965905280595,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2020,-5.38089471565053,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2019,1.82337861520314,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2018,2.15902408385477,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2017,2.9545404517369,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2016,1.90557078805695,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2015,2.07593452180194,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2014,1.93001148495546,Aggregates,Aggregates,Aggregates,,
Z7,Europe & Central Asia,GDP growth (annual %),2013,0.864284116119563,Aggregates,Aggregates,Aggregates,,
